Timestamp,StationName,AirTemperature,WindSpeed,SunshineDuration,HasNullValue
2025-07-15T08:40:00+08:00,基隆,31.5,5.4,1.8,False
2025-07-15T08:40:00+08:00,新北,31.0,2.3,1.5,False
2025-07-15T08:40:00+08:00,鞍部,23.9,2.8,0.7,False
2025-07-15T08:40:00+08:00,新竹,29.2,1.9,0.5,False
2025-07-15T08:40:00+08:00,臺中,26.3,0.4,0.0,False
2025-07-15T08:40:00+08:00,澎湖,29.7,2.7,1.4,False
2025-07-15T08:40:00+08:00,日月潭,22.9,0.3,0.0,False
2025-07-15T08:40:00+08:00,阿里山,15.0,1.0,0.0,False
2025-07-15T08:40:00+08:00,玉山,7.6,4.3,0.0,False
2025-07-15T08:40:00+08:00,嘉義,27.8,2.2,0.0,False
2025-07-15T08:40:00+08:00,臺南,27.4,2.4,0.0,False
2025-07-15T08:40:00+08:00,高雄,28.5,0.3,0.6,False
2025-07-15T08:40:00+08:00,恆春,29.3,2.9,0.8,False
2025-07-15T08:40:00+08:00,宜蘭,30.4,0.4,0.3,False
2025-07-15T08:40:00+08:00,花蓮,31.3,2.7,2.9,False
2025-07-15T08:40:00+08:00,成功,29.9,1.3,1.2,False
2025-07-15T08:40:00+08:00,臺東,31.0,1.3,1.7,False
2025-07-15T08:40:00+08:00,大武,30.4,1.1,2.9,False
2025-07-15T08:40:00+08:00,蘭嶼,26.9,14.0,2.2,False
2025-07-15T08:40:00+08:00,東吉島,28.7,4.8,1.7,False
2025-07-15T08:40:00+08:00,永康,27.1,2.0,0.0,False
2025-07-15T08:40:00+08:00,臺北,31.6,2.7,1.3,False
2025-07-15T08:40:00+08:00,金門,29.2,2.6,1.8,False
2025-07-15T08:40:00+08:00,馬祖,28.1,4.7,2.2,False
2025-07-15T08:40:00+08:00,新屋,29.7,7.6,1.5,False
2025-07-15T08:40:00+08:00,田中,27.1,0.4,0.0,False
2025-07-15T08:40:00+08:00,後龍,25.7,6.2,0.0,False
2025-07-15T08:40:00+08:00,古坑,27.3,0.8,0.0,False
